theta,N,alpha,lambda,psi,mean_theta_hat,sd_theta_hat,mean_b_hat,sd_b_hat,power,sd_outer_power,mean_seq_stopping_time,mean_total_stopping_time,mean_total_stopping_fraction,early_stop_prob,n_outer_success,n_inner_success
0.05,10000,0.05,0.75,0.25,0.0491739487704589,0.018487737292311325,0.8865973300392888,0.2322993853246935,0.8888663967611337,0.24047268015933682,4922.007287449393,7422.007287449393,0.7422007287449393,0.9957489878542509,494,4940
0.05,10000,0.05,0.75,0.5,0.0494273752204078,0.014948945056246665,0.82126350387018,0.2664297271301743,0.7956,0.2753402704456036,3273.6852000000003,8273.6852,0.8273685199999999,0.9722000000000001,500,5000
0.05,10000,0.05,0.75,0.75,0.05104079062727627,0.01188787554617905,0.08347794272421022,0.255826982806141,0.1088,0.20289132504757104,169.8384,7669.838400000001,0.76698384,0.9823999999999999,500,5000
0.05,10000,0.05,0.75,0.9,0.04820783705840605,0.009657447975706045,2.2864817369046815e-05,0.00026451512857139387,0.055233853006681516,0.07334788141833887,1.0,9001.0,0.9000999999999999,1.0,449,4490
0.05,50000,0.01,0.25,0.1,0.05026422698133218,0.013364768105989206,0.8314163408821426,0.1049975937466524,0.8357289527720739,0.15327908475249855,15310.509650924025,20310.509650924025,0.4062101930184805,1.0,487,4870
0.05,50000,0.01,0.25,0.25,0.04953303604055129,0.008671609440003052,0.8827470974911714,0.07947609520706041,0.8841683366733467,0.12929318089498246,15227.809018036072,27727.80901803607,0.5545561803607214,1.0,499,4990
0.05,50000,0.01,0.25,0.5,0.05044913551382505,0.006037117332312524,0.9773360284520418,0.0424090773957136,0.9759519038076152,0.06097308059802475,15431.129258517034,40431.12925851704,0.8086225851703407,1.0,499,4990
0.05,50000,0.01,0.25,0.75,0.052325810496752424,0.0037327049790043935,0.9993582926890828,0.0008683170695494355,0.9986522911051213,0.01154616416386033,9148.982479784367,46648.98247978437,0.9329796495956874,0.9997304582210242,371,3710
0.05,50000,0.01,0.5,0.1,0.04987078837614718,0.014282806894265471,0.4334653804791535,0.3481334954466314,0.4318,0.3678578513469505,11399.865800000001,16399.8658,0.3279973159999999,1.0,500,5000
0.05,50000,0.01,0.5,0.25,0.049551168365940534,0.009114292705573708,0.5829531860114452,0.2761602513877925,0.5786,0.3076871507969275,12349.090199999999,24849.0902,0.496981804,1.0,500,5000
0.05,50000,0.01,0.5,0.5,0.04974644689464077,0.006045210022345445,0.9274468257374164,0.14252169237316972,0.9258,0.15926421500249432,14951.0856,39951.0856,0.7990217119999999,1.0,500,5000
