theta,N,alpha,lambda,psi,mean_theta_hat,sd_theta_hat,mean_b_hat,sd_b_hat,power,sd_outer_power,mean_seq_stopping_time,mean_total_stopping_time,mean_total_stopping_fraction,early_stop_prob,n_outer_success,n_inner_success
0.1,1000,0.05,0.25,0.9,0.0086661219211124,0.004171330717924074,0.0020729219988986827,0.0041414983349754115,0.07500000000000001,0.05,1.0,901.0,0.901,1.0,4,40
0.1,1000,0.05,0.5,0.1,0.09873503500277253,0.09912153676959556,0.4345735854693611,0.4610403194307178,0.4008,0.41663717196876726,337.7672,437.7672,0.4377672,0.9496,500,5000
0.1,1000,0.05,0.5,0.25,0.09794898415805908,0.06520430340712667,0.35649497901453214,0.4597775755500725,0.32780000000000004,0.38681573497681215,232.553,482.553,0.482553,0.941,500,5000
0.1,1000,0.05,0.5,0.5,0.10093350496242856,0.045036546005695254,0.08770043478365377,0.27538923012021294,0.10660000000000001,0.20361571333626216,40.3814,540.3814,0.5403814000000001,0.9736,500,5000
0.1,1000,0.05,0.5,0.75,0.07003834131493254,0.02134882380237245,0.0011652036270441255,0.008895900744890422,0.049411764705882356,0.07729205693841501,1.4266666666666667,751.4266666666666,0.7514266666666668,0.9992156862745099,255,2550
0.1,1000,0.05,0.5,0.9,0.03837332755380363,0.014545053979910716,0.005804719066498147,0.025974960226163007,0.047058823529411764,0.07064762801416988,2.426470588235294,902.4264705882352,0.9024264705882353,0.9911764705882353,34,340
0.1,1000,0.05,0.75,0.1,0.1005937347222055,0.0924105940415617,0.659538213266929,0.4034511934918884,0.6097457627118644,0.36174608839085437,540.5372881355933,640.5372881355931,0.6405372881355932,0.923093220338983,472,4720
0.1,1000,0.05,0.75,0.25,0.09933853041305972,0.0634959319081577,0.6430382540316784,0.36346294116027245,0.5586,0.31979771913246163,465.2038,715.2038,0.7152038000000001,0.8866,500,5000
0.1,1000,0.05,0.75,0.5,0.09770126237310174,0.04251093857034483,0.45392573519103596,0.3233179027210465,0.359,0.26472468399571897,285.04859999999996,785.0486,0.7850486,0.8312,500,5000
0.1,1000,0.05,0.75,0.75,0.10099231914312624,0.03654423375561338,0.021346989953658007,0.05974892472815956,0.052,0.07420925837155434,1.956,751.956,0.7519560000000002,0.9974,500,5000
0.1,1000,0.05,0.75,0.9,0.1011769191088189,0.033002641079574076,0.0011047182706142291,0.008536428788438478,0.0482,0.06561532398367752,1.1272,901.1271999999999,0.9011272,0.999,500,5000
0.1,5000,0.01,0.25,0.1,0.10794777569162338,0.04226621690304254,0.8479996743734155,0.28113516508006764,0.8535248041775456,0.2836409753846817,2504.348825065274,3004.3488250652745,0.6008697650130548,1.0,383,3830
0.1,5000,0.01,0.25,0.25,0.11119542680361062,0.02212950280613412,0.9813545518918306,0.05818839044252227,0.9835051546391753,0.06002654429394269,2640.462113402062,3890.462113402062,0.7780924226804123,1.0,388,3880
0.1,5000,0.01,0.25,0.5,0.11496578290950107,0.01266486845306468,0.9984022738784983,0.0022884416460984642,0.9936395759717314,0.027194547113849186,1930.8512367491167,4430.851236749117,0.8861702473498233,0.9939929328621908,283,2830
0.1,5000,0.01,0.5,0.1,0.09992761094735092,0.04665256067400242,0.5981353898937244,0.43283092034788234,0.605,0.4335099326698837,1926.5094,2426.5094,0.48530187999999996,1.0,500,5000
0.1,5000,0.01,0.5,0.25,0.09967708014249069,0.028739796534954863,0.8287266831539547,0.3516939155811911,0.8338,0.3483680245962914,2229.592,3479.592,0.6959184,1.0,500,5000
0.1,5000,0.01,0.5,0.5,0.10182669998511101,0.019379025051292062,0.8076380057159699,0.3893446936076435,0.8052516411378556,0.38641229929525145,1530.0638949671772,4030.063894967177,0.8060127789934354,0.9945295404814004,457,4570
0.1,5000,0.01,0.5,0.75,0.1422835386987675,0.011602083948830015,0.9916410976546852,0.00513766985933887,0.8666666666666667,0.10327955589886444,1085.4333333333334,4835.433333333333,0.9670866666666668,0.8166666666666668,6,60
0.1,5000,0.01,0.75,0.1,0.08056958231883599,0.03237473348703443,0.8655907521082513,0.2825386570226163,0.8641095890410958,0.29173521985989087,2630.935068493151,3130.935068493151,0.6261870136986301,1.0,365,3650
0.1,5000,0.01,0.75,0.25,0.09609931163718136,0.024878925484805026,0.9509489256981022,0.1637136353528218,0.950319829424307,0.17451062236903792,2529.4138592750537,3779.4138592750537,0.7558827718550107,1.0,469,4690
0.1,5000,0.01,0.75,0.5,0.10096257063549334,0.01999996850999307,0.932149350287414,0.1850763967015281,0.9272,0.19394687618408066,1772.5878,4272.5878,0.85451756,0.9936,500,5000
0.1,5000,0.01,0.75,0.75,0.10108374543940753,0.016395504233760738,0.1473987792676951,0.3478603951084653,0.1382,0.30598695402265796,160.3674,3910.3674,0.7820734799999999,0.9816,500,5000
0.1,5000,0.01,0.75,0.9,0.07115188458709391,0.004995181352086797,3.0614419540824415e-09,6.86462154826862e-09,0.015625,0.03689020326284735,1.0,4501.0,0.9002000000000001,1.0,32,320
0.1,5000,0.05,0.25,0.1,0.10511116345532887,0.041770083435287174,0.8511164703033945,0.24662528348812157,0.8505617977528089,0.24910813686553207,2172.159550561798,2672.159550561798,0.5344319101123596,1.0,445,4450
0.1,5000,0.05,0.25,0.25,0.10449061022690262,0.024846188094373965,0.9641694996207039,0.10260740419781862,0.9632054176072234,0.11246164058943517,2305.577426636569,3555.577426636569,0.7111154853273137,1.0,443,4430
0.1,5000,0.05,0.25,0.5,0.106462879099852,0.014574713620881323,0.9988900272733134,0.0020873340710563636,0.9972704714640198,0.01631450218725548,1776.955334987593,4276.955334987593,0.8553910669975187,0.9987593052109182,403,4030
0.1,5000,0.05,0.25,0.75,0.13371191407218136,0.005488434398143763,0.9981755935651411,0.0012882783770700704,0.9576923076923076,0.06433087546786176,993.9076923076923,4743.907692307693,0.9487815384615386,0.95,26,260
0.1,5000,0.05,0.5,0.1,0.10194164560475713,0.04513280387649872,0.5826958523324639,0.43371076868093855,0.5893999999999999,0.43155546600695605,1609.7402,2109.7402,0.42194803999999997,1.0,500,5000
0.1,5000,0.05,0.5,0.25,0.10224217162450454,0.02794609280543685,0.8419657422905523,0.3048677025228045,0.8456,0.30441086042368426,2076.4662,3326.4662000000003,0.66529324,1.0,500,5000
0.1,5000,0.05,0.5,0.5,0.10039774323975528,0.019844702188734017,0.9192069687846153,0.26771523667456826,0.9204,0.26007521649798365,1609.5133999999998,4109.5134,0.82190268,0.9992000000000001,500,5000
0.1,5000,0.05,0.5,0.75,0.12411326184104643,0.007512940092598638,0.9942347761551831,0.004916040929289134,0.958252427184466,0.06791614184037835,987.4922330097087,4737.492233009709,0.9474984466019417,0.958252427184466,103,1030
0.1,5000,0.05,0.75,0.1,0.07404153426029629,0.030386654029811697,0.8980342882476892,0.24004623263760363,0.902046783625731,0.23881775804688304,2401.4163742690057,2901.4163742690057,0.5802832748538012,1.0,342,3420
0.1,5000,0.05,0.75,0.25,0.09412956496648033,0.021750646438333153,0.9851050659338418,0.08058760090781938,0.9836405529953917,0.08452896146441392,2428.6235023041477,3678.6235023041477,0.7357247004608296,0.9997695852534562,434,4340
0.1,5000,0.05,0.75,0.5,0.0996569809345306,0.02012616459450843,0.9823170851652323,0.06824826861332761,0.9831663326653307,0.07469613402667957,1701.1334669338678,4201.133466933868,0.8402266933867736,0.9995991983967936,499,4990
0.1,5000,0.05,0.75,0.75,0.10048691630157451,0.01620492102880816,0.6036801743301194,0.47188592276142266,0.605,0.4406624181087683,579.6034000000001,4329.6034,0.86592068,0.9782000000000001,500,5000
0.1,5000,0.05,0.75,0.9,0.08088737125239281,0.006708661413522056,1.238464663183393e-07,1.2386459756429756e-06,0.05081967213114754,0.06586475203188875,1.0,4501.0,0.9002000000000001,1.0,122,1220
0.1,10000,0.01,0.25,0.1,0.10236869885154255,0.0300680721179299,0.8611698098948767,0.13220237677842867,0.8621564482029599,0.1665489724311335,3702.1215644820295,4702.1215644820295,0.47021215644820297,1.0,473,4730
0.1,10000,0.01,0.25,0.25,0.10039417174504289,0.019320423016764413,0.9170680462657066,0.08394472826581244,0.9246464646464646,0.11238411153239301,3683.7862626262627,6183.786262626263,0.6183786262626263,1.0,495,4950
0.1,10000,0.01,0.25,0.5,0.09991186015610516,0.01360579822235877,0.9943258624891055,0.022905278767998437,0.9929006085192698,0.040453529743826364,3373.5876267748476,8373.587626774848,0.8373587626774848,1.0,493,4930
0.1,10000,0.01,0.25,0.75,0.11102446198063036,0.004760957063204504,0.9987671695577421,0.0010847368481609755,0.9958579881656805,0.01998520162579473,1898.473372781065,9398.473372781065,0.9398473372781065,0.9923076923076922,169,1690
0.1,10000,0.01,0.5,0.1,0.10264787735075784,0.031013524035888564,0.47980769055788125,0.3695421910057527,0.48519999999999996,0.3824047944962347,2699.0852,3699.0852,0.36990852,1.0,500,5000
0.1,10000,0.01,0.5,0.25,0.09917059984854545,0.020105182485761364,0.7139206528726728,0.2987065191867803,0.7313999999999999,0.29922083184902903,3287.5544,5787.5544,0.57875544,1.0,500,5000
0.1,10000,0.01,0.5,0.5,0.10000398152974091,0.013530495609212953,0.9870619046957855,0.06535115000615187,0.9866,0.07328835081190914,3390.7834,8390.7834,0.83907834,1.0,500,5000
0.1,10000,0.01,0.5,0.75,0.10691954820771064,0.007967195532279087,0.9967189828269183,0.003921277223044647,0.9933534743202417,0.026133552304926658,1871.5900302114806,9371.59003021148,0.9371590030211481,0.9966767371601207,331,3310
0.1,10000,0.01,0.75,0.1,0.06767068822241296,0.019255233202911236,0.9497589059328866,0.17849309415942252,0.9468421052631579,0.19235528832846097,4720.75,5720.75,0.572075,1.0,190,1900
0.1,10000,0.01,0.75,0.25,0.08416210343373387,0.012512677520143723,0.9991679526481977,0.004695224549408948,0.998406374501992,0.01254791612990727,4622.881274900398,7122.881274900398,0.7122881274900399,1.0,251,2510
0.1,10000,0.01,0.75,0.5,0.09834313647196082,0.012635261401475577,0.9994196965125339,0.004295073441571033,0.99916142557652,0.00912846805635525,3442.99035639413,8442.99035639413,0.844299035639413,1.0,477,4770
0.1,10000,0.01,0.75,0.75,0.10008024280892479,0.011669152920102302,0.9144077862732889,0.26644716943776214,0.912,0.2644160200580265,1694.7613999999999,9194.761400000001,0.91947614,0.9956,500,5000
0.1,10000,0.05,0.25,0.1,0.10020706044766695,0.0305417887598564,0.8260385986859771,0.13918897441267614,0.8262396694214875,0.18312197226263244,2879.6481404958677,3879.6481404958677,0.38796481404958677,1.0,484,4840
0.1,10000,0.05,0.25,0.25,0.1000784792812079,0.019168022818232596,0.883748087985782,0.0883848804198141,0.8847695390781564,0.13129145738056394,2916.559519038076,5416.559519038076,0.5416559519038076,1.0,499,4990
0.1,10000,0.05,0.25,0.5,0.09924284247318653,0.014304461362593753,0.980245936621829,0.04228786521939641,0.9798792756539235,0.05712875872682522,3002.2382293762576,8002.238229376258,0.8002238229376257,1.0,497,4970
0.1,10000,0.05,0.25,0.75,0.10304851307770636,0.008888304175772226,0.9992367073836361,0.0010747423157944904,0.9988179669030733,0.010820485163533894,1754.5813238770686,9254.581323877068,0.9254581323877069,0.9995271867612293,423,4230
0.1,10000,0.05,0.5,0.1,0.10063627240824194,0.03204301865850837,0.3912455916812593,0.382119621619815,0.39080000000000004,0.39732996640627133,1742.035,2742.035,0.2742035,1.0,500,5000
0.1,10000,0.05,0.5,0.25,0.10089124900704229,0.020374342343517943,0.5604515865205351,0.30634943828646627,0.5752,0.3259408456602817,2152.7888,4652.7888,0.46527887999999995,1.0,500,5000
0.1,10000,0.05,0.5,0.5,0.10070040044572373,0.013888333518541945,0.9317655518524274,0.14775780745858239,0.9316,0.16314002984760476,2928.4548,7928.4547999999995,0.79284548,1.0,500,5000
0.1,10000,0.05,0.5,0.75,0.10039763935255297,0.01044645897561452,0.9985126183184585,0.0027139354641418315,0.9991578947368421,0.009147543293208974,1737.4357894736843,9237.435789473684,0.9237435789473685,0.9993684210526316,475,4750
0.1,10000,0.05,0.75,0.1,0.06499205866452006,0.016434080111529144,0.9859621229197415,0.08715572497092221,0.985625,0.0830600866085594,4509.185625,5509.185625,0.5509185624999999,1.0,160,1600
0.1,10000,0.05,0.75,0.25,0.07948106145332141,0.01032275652133646,0.9997379400684907,0.0015911320979795308,0.9994350282485877,0.007516460280028293,4348.197740112994,6848.197740112994,0.6848197740112995,1.0,177,1770
0.1,10000,0.05,0.75,0.5,0.09600478150029246,0.010635546124596846,0.9999392253880733,0.00044872032420656405,1.0,0.0,3270.576885644769,8270.576885644768,0.8270576885644768,1.0,411,4110
0.1,10000,0.05,0.75,0.75,0.09971661623980174,0.011884790758893433,0.9956584359436033,0.04502614064037216,0.9946,0.04421254911219207,1717.6753999999999,9217.6754,0.9217675399999999,0.9994,500,5000
0.1,10000,0.05,0.75,0.9,0.12542910983803865,0.0016597004455196573,0.9791147533585013,0.005782305776644691,0.9,0.09999999999999995,789.5666666666666,9789.566666666666,0.9789566666666666,1.0,3,30
0.1,50000,0.01,0.25,0.1,0.10000169842538448,0.013679926990283298,0.7429700140784178,0.006325757782540649,0.7477999999999999,0.13420574639235644,6230.6258,11230.625800000002,0.22461251599999998,1.0,500,5000
0.1,50000,0.01,0.25,0.25,0.09981917169414842,0.008796079534927876,0.7908996499184855,0.003907735626482252,0.7948,0.12507697029027365,5950.2918,18450.2918,0.369005836,1.0,500,5000
0.1,50000,0.01,0.25,0.5,0.10029663109403997,0.006306783392838848,0.8697620704681552,0.0024368896486984502,0.8644,0.10712418579557431,5278.662,30278.662,0.60557324,1.0,500,5000
0.1,50000,0.01,0.25,0.75,0.09972354730413847,0.005249997365207083,0.9461695047819071,0.0017038588035966857,0.9472,0.07058416428985326,4079.6522,41579.652200000004,0.831593044,1.0,500,5000
0.1,50000,0.01,0.25,0.9,0.09996275156716451,0.004778280873268125,0.9999963812972301,9.431870216728753e-06,1.0,0.0,3478.9238,48478.9238,0.969578476,1.0,500,5000
0.1,50000,0.01,0.5,0.1,0.09968852953890982,0.013828797092010773,0.1592353953004128,0.039195592530110235,0.1504,0.11733445678699421,2903.0438,7903.0437999999995,0.158060876,1.0,500,5000
0.1,50000,0.01,0.5,0.25,0.10086895658855252,0.008673242495263647,0.3222155909166964,0.007255334526719401,0.3152,0.1460534944686123,3665.5728,16165.5728,0.32331145599999994,1.0,500,5000
0.1,50000,0.01,0.5,0.5,0.10000736367228547,0.0061923219436695875,0.5803080180850236,0.005498911496519356,0.5902000000000001,0.15521644335758106,3978.822,28978.822,0.5795764400000001,1.0,500,5000
0.1,50000,0.01,0.5,0.75,0.09998377412641526,0.005249799958686444,0.82297552155697,0.004195856590312532,0.825,0.12484459277313291,3493.1372,40993.137200000005,0.819862744,1.0,500,5000
0.1,50000,0.01,0.5,0.9,0.09979510690765939,0.004741717952605061,0.9999965748731753,6.383951247468379e-06,1.0,0.0,3479.535,48479.535,0.9695906999999999,1.0,500,5000
0.1,50000,0.01,0.75,0.75,0.10032452361783384,0.0050901470969353,0.3867222303511842,0.0084048378923412,0.3876,0.1547065228632357,2331.2766,39831.276600000005,0.796625532,1.0,500,5000
0.1,50000,0.01,0.75,0.9,0.10026955067589968,0.0048455249216547485,0.999996296709702,1.2050741043525218e-05,0.9997999999999999,0.004472135954999579,3480.0496000000003,48480.0496,0.969600992,0.9997999999999999,500,5000
0.1,50000,0.05,0.25,0.1,0.10135106190246217,0.01364930429947681,0.7322292327381764,0.004792701523205197,0.7338,0.13081201614199778,4733.1202,9733.1202,0.19466240399999998,1.0,500,5000
0.1,50000,0.05,0.25,0.25,0.0999357203735979,0.008942655409423766,0.7815630349928736,0.0030594049529681557,0.7797999999999999,0.12682321655167483,4606.855,17106.855,0.34213709999999997,1.0,500,5000
0.1,50000,0.05,0.25,0.5,0.10019604029194294,0.006176976934976298,0.8622243714866497,0.0018810514191955013,0.8622000000000001,0.11356475645117915,4182.7194,29182.719399999998,0.583654388,1.0,500,5000
0.1,50000,0.05,0.25,0.75,0.09991341704811077,0.00493576766954049,0.9406391151586573,0.0012670562921594738,0.9382,0.07571145520261639,3334.7582,40834.758200000004,0.816695164,1.0,500,5000
0.1,50000,0.05,0.25,0.9,0.09991515940293548,0.004795676284298452,0.9999641867101876,0.0007976217481957322,1.0,0.0,3348.7778,48348.777799999996,0.966975556,1.0,500,5000
0.1,50000,0.05,0.5,0.1,0.10031996680156557,0.014049110603612079,0.12053002065427708,0.0041745541216884775,0.136,0.1079226324233168,1036.1244,6036.124400000001,0.12072248799999998,1.0,500,5000
0.1,50000,0.05,0.5,0.25,0.09953987936480622,0.009376187953436851,0.29328055068744563,0.0047577969806916545,0.29419999999999996,0.14080487216019227,2172.8586,14672.8586,0.29345717199999993,1.0,500,5000
0.1,50000,0.05,0.5,0.5,0.10010764639820724,0.006369096420412105,0.5567159787341838,0.003969961064083015,0.5664,0.15862333600530182,2814.2963999999997,27814.2964,0.556285928,1.0,500,5000
0.1,50000,0.05,0.5,0.75,0.10000480318316145,0.005022483961238225,0.8062581832543214,0.0031160447439959305,0.8048,0.12778739859030294,2695.1247999999996,40195.1248,0.8039024960000001,1.0,500,5000
0.1,50000,0.05,0.5,0.9,0.099993046972827,0.004807369137741557,0.9998793044072362,0.0026957839818825117,0.9994,0.013416407864998744,3340.0132000000003,48340.0132,0.966800264,1.0,500,5000
0.1,50000,0.05,0.75,0.75,0.09983965415886628,0.005390231579508694,0.33153378427264146,0.005462951889169608,0.3272,0.1617172375780014,1380.12,38880.12,0.7776024,1.0,500,5000
0.1,50000,0.05,0.75,0.9,0.10015157004917989,0.004692052334896285,0.9999998598398754,6.88837160744616e-07,1.0,0.0,3362.829,48362.829,0.96725658,1.0,500,5000
0.5,1000,0.01,0.25,0.1,0.4988054560332869,0.09277637509238838,0.7653362362197382,0.026877528323073257,0.767,0.131322088705457,180.75279999999998,280.7528,0.28075279999999997,1.0,500,5000
0.5,1000,0.01,0.25,0.25,0.4971809587501464,0.06276086382744425,0.810189130714575,0.011917837671771484,0.822,0.1168902333529479,170.9024,420.9024,0.4209024,1.0,500,5000
0.5,1000,0.01,0.25,0.5,0.5025375786201496,0.04425032129674354,0.8869618370152996,0.011319512485057718,0.897,0.09627844555328213,152.4302,652.4301999999999,0.6524302,1.0,500,5000
0.5,1000,0.01,0.25,0.75,0.5005482763370915,0.03458753950117699,0.9961441269055679,0.01274743530255117,0.9962000000000001,0.023805322656362947,167.309,917.309,0.9173089999999999,1.0,500,5000
0.5,1000,0.01,0.25,0.9,0.5697948218601078,0.01662520905196065,0.9992821206185171,0.0004225617615551897,0.9958333333333332,0.020412414523193166,78.04583333333333,978.0458333333332,0.9780458333333333,0.9833333333333334,24,240
0.5,1000,0.01,0.5,0.1,0.5005169576607996,0.09720458276605684,0.20125431228174379,0.09770562623389693,0.20220000000000002,0.15330415626674082,94.9548,194.95479999999998,0.19495479999999998,1.0,500,5000
0.5,1000,0.01,0.5,0.25,0.5008670341154076,0.06606704562026723,0.36209586355690027,0.04407381329155889,0.3732,0.15890961119157676,111.7834,361.78340000000003,0.3617834,1.0,500,5000
0.5,1000,0.01,0.5,0.5,0.5032056188057642,0.042799986622580895,0.6203473766155535,0.035882517786198165,0.6492,0.14934513027170235,118.3416,618.3416,0.6183415999999999,1.0,500,5000
0.5,1000,0.01,0.5,0.75,0.5011499830652629,0.035361809590427534,0.9852658050111441,0.04579459310805717,0.9863999999999999,0.053859462338262616,165.1224,915.1224,0.9151224,1.0,500,5000
0.5,1000,0.01,0.5,0.9,0.5356856585386953,0.017194471859360155,0.9977700937152721,0.0014211847955271307,0.9811320754716981,0.04082970394389561,76.16226415094339,976.1622641509433,0.9761622641509434,0.9786163522012579,159,1590
0.5,1000,0.01,0.75,0.1,0.25538828855637885,0.027538193643200638,0.9999996053271717,3.416812898884515e-07,1.0,0.0,392.56666666666666,492.56666666666666,0.49256666666666665,1.0,3,30
0.5,1000,0.01,0.75,0.25,0.3148822489798491,,0.999999999848356,,1.0,,373.1,623.1,0.6231000000000001,1.0,1,10
0.5,1000,0.01,0.75,0.5,0.3718877127372194,,0.999999998946364,,1.0,,285.1,785.1,0.7850999999999999,1.0,1,10
0.5,1000,0.01,0.75,0.75,0.4991147987104448,0.03653029518659342,0.9510130221381058,0.15986102272486746,0.9562,0.15028883347386077,162.96179999999998,912.9618,0.9129618,1.0,500,5000
0.5,1000,0.01,0.75,0.9,0.5086064932866844,0.026312083259579545,0.9945192881067944,0.004848919008011357,0.9896805896805897,0.03203517450495237,74.35085995085996,974.3508599508599,0.9743508599508599,0.9882063882063882,407,4070
0.5,1000,0.05,0.25,0.1,0.4966535133423227,0.10035007562236697,0.7521972685993263,0.03341454410527643,0.761,0.1394916335543581,140.4412,240.4412,0.2404412,1.0,500,5000
0.5,1000,0.05,0.25,0.25,0.5012998036797339,0.06519710988105608,0.796206748215943,0.011270554472361756,0.8002,0.12622132802064231,133.1096,383.1096,0.3831096,1.0,500,5000
0.5,1000,0.05,0.25,0.5,0.4999094190664026,0.04455443943092649,0.875403716871363,0.0041074863265151765,0.8802000000000001,0.10700869928864144,120.2494,620.2494,0.6202494000000001,1.0,500,5000
0.5,1000,0.05,0.25,0.75,0.4982955506517373,0.037991827571261766,0.9787413504446004,0.02512528869660121,0.9803999999999999,0.049200420351105244,133.7876,883.7876,0.8837876,1.0,500,5000
0.5,1000,0.05,0.25,0.9,0.5174177341777887,0.02566605329682304,0.9995727266037742,0.00039662154055660273,0.9991549295774648,0.009166766132984654,71.30901408450704,971.3090140845071,0.9713090140845071,0.9980281690140845,355,3550
0.5,1000,0.05,0.5,0.1,0.5050087098059687,0.09528588145361144,0.13673249037894855,0.05560798852951079,0.14020000000000002,0.12407557978505682,35.8292,135.82920000000001,0.13582919999999998,1.0,500,5000
0.5,1000,0.05,0.5,0.25,0.5012929536846022,0.06475509057097677,0.3148640577944193,0.010744927922502015,0.317,0.15472193689167354,66.1246,316.1246,0.3161246,1.0,500,5000
0.5,1000,0.05,0.5,0.5,0.5000269666149737,0.04430928999253425,0.5837864390304169,0.008754163691722022,0.5982000000000001,0.14893328118486132,83.7062,583.7062,0.5837062,1.0,500,5000
0.5,1000,0.05,0.5,0.75,0.4981167543923404,0.03554466341118239,0.93245944565179,0.08457780638818736,0.9338,0.11252948845321871,129.78,879.78,0.87978,1.0,500,5000
0.5,1000,0.05,0.5,0.9,0.4998190149379081,0.03015805639419709,0.9991632653232808,0.0010492973569301985,0.9973577235772357,0.01605521535903087,70.65731707317073,970.6573170731708,0.9706573170731707,0.9969512195121951,492,4920
0.5,1000,0.05,0.75,0.1,0.24003741997874115,0.02369157142728397,0.9999995114406536,7.763690844773056e-07,1.0,0.0,357.3,457.3,0.4573,1.0,6,60
0.5,1000,0.05,0.75,0.25,0.2848461693365024,,0.9999999996269284,,1.0,,331.5,581.5,0.5814999999999999,1.0,1,10
0.5,1000,0.05,0.75,0.5,0.3546839771711374,,0.9999999998373816,,1.0,,268.6,768.6,0.7686000000000001,1.0,1,10
0.5,1000,0.05,0.75,0.75,0.5003267662655297,0.03551330500098235,0.7224844948093828,0.3146898582680206,0.7312000000000001,0.3219220832054095,110.80160000000001,860.8016,0.8608016000000001,1.0,500,5000
0.5,1000,0.05,0.75,0.9,0.5001465851643158,0.03347771874557259,0.9991900825775004,0.0013589667531675377,0.9967999999999999,0.01761762644407713,70.7434,970.7434000000001,0.9707433999999999,0.9972000000000001,500,5000
0.5,5000,0.01,0.25,0.1,0.5010007224506521,0.04465689350986558,0.726354232035495,0.002447681104860989,0.7323999999999999,0.1372147797854997,390.9896,890.9896,0.17819791999999998,1.0,500,5000
0.5,5000,0.01,0.25,0.25,0.501631062139025,0.028499269478612057,0.775169569528613,0.001491041407291967,0.7696000000000001,0.12468734445698756,375.195,1625.195,0.32503899999999997,1.0,500,5000
0.5,5000,0.01,0.25,0.5,0.500973541986944,0.01988169992555734,0.8559161857837216,0.0009282265840232534,0.8678,0.10278272509110821,332.8002,2832.8002,0.5665600399999999,1.0,500,5000
0.5,5000,0.01,0.25,0.75,0.5004063012964326,0.016460028738691977,0.9347677838017753,0.0006189857985363308,0.9338,0.07931040461730811,260.4724,4010.4724,0.8020944799999999,1.0,500,5000
0.5,5000,0.01,0.25,0.9,0.4991942998447184,0.014824704846826905,0.9797434446525313,0.00041516963093176534,0.984,0.03830057268156012,178.5898,4678.5898,0.93571796,1.0,500,5000
0.5,5000,0.01,0.5,0.1,0.5009539932726453,0.044028075292675446,0.13277575573724346,0.0033822088571806674,0.1426,0.10289029509944705,167.2138,667.2138,0.13344276,1.0,500,5000
0.5,5000,0.01,0.5,0.25,0.4986213050836227,0.028300442265653463,0.29398813435102306,0.0027421030352059532,0.29960000000000003,0.14367018564924663,222.27579999999998,1472.2758000000001,0.29445516,1.0,500,5000
0.5,5000,0.01,0.5,0.5,0.5000301491436452,0.01938528014777016,0.5490676589875364,0.0020062208869632905,0.548,0.15895449998704744,245.13379999999998,2745.1337999999996,0.54902676,1.0,500,5000
0.5,5000,0.01,0.5,0.75,0.5012987201766672,0.016988368521176918,0.7944627971859656,0.0015849475900875315,0.811,0.1203660082909781,218.50560000000002,3968.5056,0.7937011199999999,1.0,500,5000
0.5,5000,0.01,0.5,0.9,0.5000039131635726,0.013994452546056484,0.93433201824736,0.0010304007391079464,0.9374,0.07844454789332636,161.49720000000002,4661.4972,0.93229944,1.0,500,5000
0.5,5000,0.01,0.75,0.75,0.5003016656435818,0.0163861876583325,0.33009361115983626,0.002967960565166369,0.3358,0.14106082486865457,136.2918,3886.2918,0.77725836,1.0,500,5000
0.5,5000,0.01,0.75,0.9,0.49998084982252067,0.015081225566283125,0.783554293765207,0.00279161264143477,0.8024,0.12191787373421399,135.2254,4635.2254,0.92704508,1.0,500,5000
0.5,5000,0.05,0.25,0.1,0.498267618255277,0.04229575063598851,0.7201494378040175,0.0017934626666437409,0.7292000000000001,0.139808629582768,297.719,797.719,0.15954379999999999,1.0,500,5000
0.5,5000,0.05,0.25,0.25,0.4994606957598593,0.028464309276172283,0.769536576071414,0.0011496116300121998,0.7797999999999999,0.12917170998838184,289.52959999999996,1539.5296,0.30790592,1.0,500,5000
0.5,5000,0.05,0.25,0.5,0.4990491461143254,0.01989221301433058,0.851309959891546,0.0007466417978715198,0.8512000000000001,0.11368556996222202,264.42879999999997,2764.4287999999997,0.55288576,1.0,500,5000
0.5,5000,0.05,0.25,0.75,0.49936805156191655,0.01622780967331576,0.9314643120134692,0.0005007531688483639,0.9308,0.07735196605973645,213.4966,3963.4966,0.7926993200000001,1.0,500,5000
0.5,5000,0.05,0.25,0.9,0.5008347378210176,0.014922978522363843,0.9775420112894979,0.0003462222866006624,0.9796,0.04274921040183031,150.4144,4650.414400000001,0.9300828800000001,1.0,500,5000
0.5,5000,0.05,0.5,0.1,0.49859612092232997,0.04236513958075516,0.11157902496905146,0.0011700129940144007,0.1126,0.1000062122318905,59.695800000000006,559.6958000000001,0.11193915999999997,1.0,500,5000
0.5,5000,0.05,0.5,0.25,0.49911913598693597,0.026734039765303152,0.2758343925084893,0.0014920522485571922,0.2856,0.1413952801563794,131.6848,1381.6848,0.27633695999999996,1.0,500,5000
0.5,5000,0.05,0.5,0.5,0.5016620158582232,0.02059983338093506,0.534579746398369,0.0015070543571104795,0.5488,0.15226598392194962,173.4716,2673.4716000000003,0.53469432,1.0,500,5000
0.5,5000,0.05,0.5,0.75,0.50074097185062,0.016090215788948366,0.7843788897226872,0.0011593429696426147,0.778,0.12691814855593242,169.76160000000002,3919.7616000000003,0.78395232,1.0,500,5000
0.5,5000,0.05,0.5,0.9,0.4995960419040653,0.014688400428016527,0.9278165472343689,0.0008759217455709449,0.9308,0.08040079960519243,130.8468,4630.8468,0.9261693599999999,1.0,500,5000
