theta,N,alpha,lambda,psi,mean_theta_hat,sd_theta_hat,mean_z_hat,sd_z_hat,mean_b_hat,sd_b_hat,power,sd_outer_power,mean_seq_stopping_time,mean_total_stopping_time,mean_total_stopping_fraction,early_stop_prob,n_outer_success,n_inner_success
1.0,5000,0.05,0.5,0.75,1.0005821293138333,0.016487991785365676,33.731066811642854,0.5829385399790077,0.99999,0.0,0.9999600000000001,0.0008944271909999268,197.51435999999998,3947.5143599999997,0.789502872,1.0,500,25000
1.0,5000,0.05,0.5,0.9,1.0000259666619138,0.014246421306994429,20.7164067802583,0.31855966478541,0.99999,0.0,1.0,0.0,120.86128,4620.86128,0.924172256,1.0,500,25000
1.0,10000,0.05,0.5,0.1,1.0000464636955013,0.029542873223529678,93.2278841112887,2.802683040358632,0.99999,0.0,0.9999600000000001,0.0008944271909999276,548.95488,1548.9548799999998,0.15489548799999997,1.0,500,25000
1.0,10000,0.05,0.5,0.25,0.9990591199817346,0.020209325680084936,84.87620415171929,1.7501789432306785,0.99999,0.0,0.9999600000000001,0.0008944271909999166,500.40076,3000.40076,0.300040076,1.0,500,25000
1.0,10000,0.05,0.5,0.5,1.0004065339474268,0.014407797044404423,69.09457078280407,1.0187850992057865,0.99999,0.0,1.0,0.0,406.19440000000003,5406.1944,0.5406194400000001,1.0,500,25000
1.0,10000,0.05,0.5,0.75,1.0002288521853204,0.012079779374819844,48.36658898231455,0.6039889687409918,0.99999,0.0,0.9999600000000001,0.0008944271909999197,283.9948,7783.9947999999995,0.77839948,1.0,500,25000
1.0,10000,0.05,0.5,0.9,0.9998837258998443,0.01038060034285185,29.974246064838532,0.32826340563336787,0.99999,0.0,0.9999600000000001,0.0008944271909999333,175.57032,9175.57032,0.917557032,1.0,500,25000
1.0,50000,0.05,0.5,0.1,1.0009252911820508,0.014320999188414325,210.68346462983286,3.037942691848437,0.99999,0.0,1.0,0.0,1241.90472,6241.9047199999995,0.12483809439999997,1.0,500,25000
1.0,50000,0.05,0.5,0.25,1.0000118979691355,0.008294771348649286,192.00661771523517,1.6062755646958484,0.99999,0.0,0.9999600000000001,0.0008944271909999217,1132.59348,13632.59348,0.2726518696,1.0,500,25000
1.0,50000,0.05,0.5,0.5,0.9997562207477446,0.006373884919221973,156.4304844972965,1.0077996944269927,0.99999,0.0,1.0,0.0,922.74264,25922.74264,0.5184548528,1.0,500,25000
1.0,50000,0.05,0.5,0.75,0.9998100707407963,0.005178378938145901,110.13731051131322,0.5789603659473624,0.99999,0.0,1.0,0.0,648.9826800000001,38148.98268,0.7629796536,1.0,500,25000
1.0,50000,0.05,0.5,0.9,1.0002020182176936,0.004772142344274939,69.0801093368687,0.33744142124243065,0.99999,0.0,1.0,0.0,406.33284000000003,45406.33284,0.9081266567999999,1.0,500,25000
2.0,1000,0.05,0.5,0.1,1.9960738027504525,0.0936487941003131,58.237360455562104,2.809463823009393,0.99999,0.0,0.9999600000000001,0.0008944271909999218,86.13376,186.13376,0.18613375999999995,1.0,500,25000
2.0,1000,0.05,0.5,0.25,2.001233670748094,0.06522243674420176,53.16118758842841,1.7861899930126515,0.99999,0.0,0.9999600000000001,0.0008944271909999458,78.47276,328.47276,0.32847276,1.0,500,25000
2.0,1000,0.05,0.5,0.5,1.9987747352120204,0.043617158879055186,43.04910816948073,0.9753093223897582,0.99999,0.0,1.0,0.0,63.6166,563.6166,0.5636165999999999,1.0,500,25000
2.0,1000,0.05,0.5,0.75,2.0010207565536473,0.03606998927780667,29.994062552962664,0.5703166064786057,0.99999,0.0,1.0,0.0,44.33908,794.33908,0.79433908,1.0,500,25000
2.0,1000,0.05,0.5,0.9,2.001160751611756,0.03426619797457843,18.36675388916608,0.34266197974578383,0.99999,0.0,1.0,0.0,27.211,927.211,0.927211,1.0,500,25000
2.0,2000,0.05,0.5,0.1,1.9980251087753371,0.07190093933692533,83.12417257681035,3.0504985067293506,0.99999,0.0,0.9999600000000001,0.00089442719099992,122.86456,322.86456,0.16143227999999998,1.0,500,25000
2.0,2000,0.05,0.5,0.25,1.9998410281754124,0.043854464374380134,75.80865634490544,1.698476101788204,0.99999,0.0,0.9999600000000001,0.000894427190999929,111.96732,611.96732,0.30598366,1.0,500,25000
2.0,2000,0.05,0.5,0.5,2.0009097654386636,0.03194872713832467,61.6294688856429,1.0103074610033929,0.99999,0.0,1.0,0.0,90.91872000000001,1090.91872,0.5454593600000001,1.0,500,25000
2.0,2000,0.05,0.5,0.75,2.0002700836992373,0.02626108387113008,43.082545178155414,0.5872156869866992,0.99999,0.0,1.0,0.0,63.62408,1563.62408,0.78181204,1.0,500,25000
2.0,2000,0.05,0.5,0.9,1.9996527011530696,0.02447071026141819,26.634506073115173,0.3460681033260001,0.99999,0.0,1.0,0.0,39.41704,1839.41704,0.91970852,1.0,500,25000
2.0,5000,0.05,0.5,0.1,2.001339947130716,0.04570391743843476,132.609111409152,3.065911986911348,0.99999,0.0,1.0,0.0,195.58867999999998,695.5886800000001,0.139117736,1.0,500,25000
2.0,5000,0.05,0.5,0.25,2.0002145431344265,0.027259498746860872,120.8427715423865,1.6692965643461652,0.99999,0.0,1.0,0.0,178.48051999999998,1428.48052,0.285696104,1.0,500,25000
2.0,5000,0.05,0.5,0.5,1.9995001806229002,0.0202326196371196,98.33015540419353,1.0116309818559721,0.99999,0.0,1.0,0.0,145.25135999999998,2645.2513599999997,0.529050272,1.0,500,25000
2.0,5000,0.05,0.5,0.75,2.0012679409865877,0.017830842567897073,69.1106529751913,0.6304154847014873,0.99999,0.0,1.0,0.0,101.93944,3851.93944,0.770387888,1.0,500,25000
2.0,5000,0.05,0.5,0.9,1.9994453668956775,0.015565840830640039,43.064103949805954,0.3480627822425295,0.99999,0.0,1.0,0.0,63.61232,4563.61232,0.9127224639999999,1.0,500,25000
2.0,10000,0.05,0.5,0.1,1.9969276513114764,0.03200991094266145,187.80033739449235,3.036726788338731,0.99999,0.0,1.0,0.0,277.84812,1277.84812,0.127784812,1.0,500,25000
2.0,10000,0.05,0.5,0.25,1.9992217944680972,0.020640746043791812,171.49283255393692,1.7875410426986846,0.99999,0.0,0.9999600000000001,0.0008944271909999268,253.37172,2753.37172,0.275337172,1.0,500,25000
2.0,10000,0.05,0.5,0.5,2.000476591513573,0.01394598080940704,139.81020271946838,0.9861297600629102,0.99999,0.0,0.9999600000000001,0.0008944271909999199,206.42804,5206.42804,0.520642804,1.0,500,25000
2.0,10000,0.05,0.5,0.75,2.000153384144296,0.01156114875594924,98.36281558026333,0.5780574377974588,0.99999,0.0,1.0,0.0,145.20123999999998,7645.20124,0.764520124,1.0,500,25000
2.0,10000,0.05,0.5,0.9,2.0004502125562174,0.010258957213088152,61.61493654750464,0.3244167121157207,0.99999,0.0,1.0,0.0,91.02196,9091.02196,0.9091021960000001,1.0,500,25000
2.0,50000,0.05,0.5,0.1,1.999870788376147,0.014282806894265468,422.5918051603467,3.0298408827939207,0.99999,0.0,1.0,0.0,624.30412,5624.30412,0.11248608239999998,1.0,500,25000
2.0,50000,0.05,0.5,0.25,1.9995511683659406,0.009114292705573733,385.5665651215921,1.7649751930573285,0.99999,0.0,0.9999600000000001,0.00089442719099992,569.70468,13069.704679999999,0.2613940936,1.0,500,25000
2.0,50000,0.05,0.5,0.5,1.9997464468946407,0.006045210022345466,314.54282212384925,0.9558316302344534,0.99999,0.0,1.0,0.0,464.70588,25464.705879999998,0.5092941176,1.0,500,25000
2.0,50000,0.05,0.5,0.75,2.000142571589341,0.00534450913203876,221.97788411129883,0.5975342862803522,0.99999,0.0,0.9999199999999999,0.0012636429824813475,327.8526,37827.8526,0.756557052,1.0,500,25000
2.0,50000,0.05,0.5,0.9,1.9999524626474559,0.004920964339879068,139.77314121192367,0.3479647254705767,0.99999,0.0,1.0,0.0,206.35523999999998,45206.355240000004,0.9041271048,1.0,500,25000
